forecast_month,location_id,actual_consumption_ml,predicted_consumption_ml,prediction_error_ml,prediction_error_pct,deviation_pct,rolling_3_month_std,consumption_change_pct,abs_prediction_error_pct,abs_deviation_pct,abs_consumption_change_pct,high_prediction_error,high_deviation,high_variability,high_consumption_change,risk_score,risk_category
2026-03-01,85_varthur,102.27,84.16182355779496,-18.10817644220504,-17.706244687792154,29.433709183887345,11.503713893057885,37.53340459647247,17.706244687792154,29.433709183887345,37.53340459647247,1,1,1,1,4,High
2026-03-01,2_chowdeshwari_ward,56.01,74.02534286897799,18.01534286897799,32.16451146041419,15.192038563209447,8.6058061795511,0.4747050047470423,32.16451146041419,15.192038563209447,0.4747050047470423,1,1,1,0,3,High
2026-03-01,25_horamavu,165.27,136.73983905329234,-28.530160946707667,-17.262758484121537,21.36391068195534,17.279227413284513,7.20432564161146,17.262758484121537,21.36391068195534,7.20432564161146,1,1,1,0,3,High
2026-03-01,32_kavalbyrasandra,103.15,114.44034698440832,11.290346984408316,10.94556178808368,12.428298279158684,2.169976958402911,10.02994011976048,10.94556178808368,12.428298279158684,10.02994011976048,1,1,0,1,3,High
2026-03-01,91_bharathinagar,112.97,96.73182869470844,-16.238171305291573,-14.373879176145502,-4.2824869855613255,6.303387977905212,2.374198970480098,14.373879176145502,4.2824869855613255,2.374198970480098,1,0,1,0,2,Medium
2026-03-01,114_agaram,136.18,152.7622973310252,16.582297331025188,12.176749398608596,7.250232805640552,6.520153372429234,5.028660760812922,12.176749398608596,7.250232805640552,5.028660760812922,1,0,1,0,2,Medium
2026-03-01,185_yelachenahalli,180.07,194.0233636432002,13.95336364320022,7.748855246959637,10.34319267661111,6.08592912654534,6.303362496047211,7.748855246959637,10.34319267661111,6.303362496047211,0,1,1,0,2,Medium
2026-03-01,196_anjanapura,398.77,371.0980009620012,-27.671999037998773,-6.939338224540155,16.127997511591513,36.61520085064868,3.638256343526354,6.939338224540155,16.127997511591513,3.638256343526354,0,1,1,0,2,Medium
2026-03-01,198_hemmigepura,142.71,135.49736365990472,-7.212636340095287,-5.054051110710732,13.749148849244191,8.498919539172757,5.35038595429092,5.054051110710732,13.749148849244191,5.35038595429092,0,1,1,0,2,Medium
2026-03-01,6_thanisandra,88.4,83.95255737447087,-4.447442625529135,-5.031043694037483,15.316932236035733,6.206740959097121,5.47747747747748,5.031043694037483,15.316932236035733,5.47747747747748,0,1,1,0,2,Medium
2026-03-01,96_okalipuram,122.64,127.60242206542124,4.962422065421251,4.04633240820389,-11.963049612889211,13.954462846463622,-0.5151267375306586,4.04633240820389,11.963049612889211,0.5151267375306586,0,1,1,0,2,Medium
2026-03-01,43_nandini_layout,151.01,155.87114124231763,4.861141242317643,3.219085651491718,10.807291666666677,12.864583164642358,0.6348416007966704,3.219085651491718,10.807291666666677,0.6348416007966704,0,1,1,0,2,Medium
2026-03-01,14_sidedahalli,40.44,46.844743388648375,6.404743388648377,15.837644383403507,-6.720160481444354,4.940489179558376,-8.947130591956624,15.837644383403507,6.720160481444354,8.947130591956624,1,0,0,0,1,Low
2026-03-01,86_marathalli,156.37,177.27369643208155,20.903696432081546,13.368099016487523,2.1734626612675374,0.2850146195063088,2.33729485002831,13.368099016487523,2.1734626612675374,2.33729485002831,1,0,0,0,1,Low
2026-03-01,153_jayangar,137.48,153.96301844401435,16.483018444014363,11.98939368927434,1.3777719459388682,4.553020975133085,-1.277791975466394,11.98939368927434,1.3777719459388682,1.277791975466394,1,0,0,0,1,Low
2026-03-01,153_jayanagar,7.86,8.779369624449622,0.9193696244496214,11.696814560427752,-2.6037428803905565,0.3082747692130048,-6.557377049180313,11.696814560427752,2.6037428803905565,6.557377049180313,1,0,0,0,1,Low
2026-03-01,146_lakkasandra,85.67,95.36925521989052,9.699255219890516,11.321647274297325,2.004072446683104,1.2057777573002628,1.0296146905848775,11.321647274297325,2.004072446683104,1.0296146905848775,1,0,0,0,1,Low
2026-03-01,57_c.v._ramannagar,73.92,81.82512141683486,7.905121416834859,10.694157760869668,-3.226967370441456,0.9832090316915902,-3.987145917638651,10.694157760869668,3.226967370441456,3.987145917638651,1,0,0,0,1,Low
2026-03-01,13_mallasandra,62.17,68.53653256925037,6.366532569250367,10.240522067316016,9.840494622538577,3.52007575676057,4.106958191756539,10.240522067316016,9.840494622538577,4.106958191756539,1,0,0,0,1,Low
2026-03-01,159_kengeri,289.48,318.2233484680133,28.743348468013263,9.929303740504787,4.952309833338981,16.718851635205084,-1.3432883443412895,9.929303740504787,4.952309833338981,1.3432883443412895,0,0,1,0,1,Low
2026-03-01,12_shettyhalli,180.95,163.28065174767826,-17.669348252321726,-9.764768307445,8.971075292559057,9.766275305014329,1.952156668319272,9.764768307445,8.971075292559057,1.952156668319272,0,0,1,0,1,Low
2026-03-01,175_bommanahalli,262.12,285.36871941678686,23.24871941678685,8.869494665339102,-0.9734985474595208,9.292536431638627,-4.5925011995338885,8.869494665339102,0.9734985474595208,4.5925011995338885,0,0,1,0,1,Low
2026-03-01,16_jalahalli,89.21,96.719049056353,7.509049056353007,8.417272790441663,4.746801987525118,6.720558012546289,-2.152873790242946,8.417272790441663,4.746801987525118,2.152873790242946,0,0,1,0,1,Low
2026-03-01,66_subramanyanagar,113.37,121.86886714251962,8.498867142519615,7.496575057351692,2.068576266403269,6.107350762264511,-3.1879868304826133,7.496575057351692,2.068576266403269,3.1879868304826133,0,0,1,0,1,Low
2026-03-01,14_bagalagunte,208.85,224.174887409165,15.324887409165,7.337748340514724,4.20400672885762,10.985928878949338,-1.3078995394107895,7.337748340514724,4.20400672885762,1.3078995394107895,0,0,1,0,1,Low
2026-03-01,149_varthur,145.63,156.0450769724354,10.4150769724354,7.15173863382229,5.074469487280887,6.801698317332251,-0.0939908515571186,7.15173863382229,5.074469487280887,0.0939908515571186,0,0,1,0,1,Low
2026-03-01,72_herohalli,246.36,231.5030291441892,-14.8569708558108,-6.030593787875791,5.882868281571688,10.633846905048127,0.6705260089125755,6.030593787875791,5.882868281571688,0.6705260089125755,0,0,1,0,1,Low
2026-03-01,93_vasanthnagar,259.19,273.89895747141753,14.708957471417534,5.674971052670834,2.4306846056641715,7.517998403830697,-0.7097308786972549,5.674971052670834,2.4306846056641715,0.7097308786972549,0,0,1,0,1,Low
2026-03-01,139_k.r._market,52.42,49.52372436739186,-2.8962756326081447,-5.525134743624847,-8.02297572725588,1.4180620578803969,-10.719424460431656,5.525134743624847,8.02297572725588,10.719424460431656,0,0,0,1,1,Low
2026-03-01,70_rajagopalanagar,181.46,191.3122803093203,9.852280309320292,5.42945018699454,-0.3532290302570837,6.543548986087961,-1.6730425911757207,5.42945018699454,0.3532290302570837,1.6730425911757207,0,0,1,0,1,Low
2026-03-01,94_gandhinagar,350.94,369.96918467735975,19.02918467735975,5.422347032928635,0.0419853598875451,7.499235516593078,1.320022185246808,5.422347032928635,0.0419853598875451,1.320022185246808,0,0,1,0,1,Low
2026-03-01,134_bapujinagar,130.22,123.65129253511718,-6.56870746488282,-5.0443153623735375,1.3878261787288024,7.361992483922592,-2.3927455612283675,5.0443153623735375,1.3878261787288024,2.3927455612283675,0,0,1,0,1,Low
2026-03-01,71_hegganahalli,219.79,230.61443455849707,10.824434558497074,4.924898566129976,1.426502845837334,6.181563987643715,-0.012719949120204,4.924898566129976,1.426502845837334,0.012719949120204,0,0,1,0,1,Low
2026-03-01,90_ulsoor,305.96,320.8754110509862,14.915411050986222,4.874954585889078,1.5542173783978592,8.583800634528616,-1.3592832869941234,4.874954585889078,1.5542173783978592,1.3592832869941234,0,0,1,0,1,Low
2026-03-01,4_yelahanka_satellite_town,368.22,385.3370556007882,17.11705560078815,4.648594753350754,-1.6882969729192585,11.82120270248898,-3.2027187065547595,4.648594753350754,1.6882969729192585,3.2027187065547595,0,0,1,0,1,Low
2026-03-01,129_jnanabharathi_ward,324.23,339.0375405638805,14.80754056388048,4.566986572457971,1.3131021290586231,8.98684223369549,-1.6080810426402612,4.566986572457971,1.3131021290586231,1.6080810426402612,0,0,1,0,1,Low
2026-03-01,189_hongasandra,328.64,343.6314676706626,14.991467670662589,4.56166859501661,1.8278046100008656,8.15836380654854,0.9287659452486604,4.56166859501661,1.8278046100008656,0.9287659452486604,0,0,1,0,1,Low
2026-03-01,8_kodigehalli,130.32,135.82149532462782,5.501495324627825,4.221528026878319,-2.374439990568274,17.85914145006231,3.331835879005682,4.221528026878319,2.374439990568274,3.331835879005682,0,0,1,0,1,Low
2026-03-01,26_ramamurthynagar,245.88,256.13306517436274,10.253065174362746,4.169946792891958,3.2334828257998627,7.649420457350666,-0.0873163509358104,4.169946792891958,3.2334828257998627,0.0873163509358104,0,0,1,0,1,Low
2026-03-01,100_basaveshwaranagar,158.23,164.3863208203871,6.156320820387123,3.890741844395578,0.3384912959380886,6.717172023999402,-2.4791446363529546,3.890741844395578,0.3384912959380886,2.4791446363529546,0,0,1,0,1,Low
2026-03-01,160_rajarajeshwarinagar,422.05,437.9333645719095,15.883364571909452,3.763384568631549,1.3380734465413515,14.917018245391114,-2.0099179356650776,3.763384568631549,1.3380734465413515,2.0099179356650776,0,0,1,0,1,Low
2026-03-01,192_begur,326.2,338.0893857935582,11.889385793558231,3.644814774236123,3.5462188206368586,9.765614846661537,1.0360438795054832,3.644814774236123,3.5462188206368586,1.0360438795054832,0,0,1,0,1,Low
2026-03-01,24_hbr_layout,236.07,244.47702450382965,8.40702450382966,3.5612422179140344,2.5354049223154287,9.543926515503632,-0.9167729591836667,3.5612422179140344,2.5354049223154287,0.9167729591836667,0,0,1,0,1,Low
2026-03-01,191_singasandra,182.52,176.82456713718693,-5.695432862813078,-3.1204431639344063,9.296436602313484,7.491410637078554,4.176562590511503,3.1204431639344063,9.296436602313484,4.176562590511503,0,0,1,0,1,Low
2026-03-01,81_vignananagar,197.57,203.71224729307733,6.142247293077361,3.1088967419534144,-0.1939003549362487,6.657870029771792,-3.705112960760995,3.1088967419534144,0.1939003549362487,3.705112960760995,0,0,1,0,1,Low
2026-03-01,9_vidyaranyapura,274.02,281.61454589845346,7.594545898453475,2.771529778283876,-6.364398040732147,49.93925510057194,2.501058275716091,2.771529778283876,6.364398040732147,2.501058275716091,0,0,1,0,1,Low
2026-03-01,176_btm_layout,252.5,259.4108066597293,6.910806659729303,2.7369531325660605,-0.7487060951710801,7.390651752946628,-3.417925773800789,2.7369531325660605,0.7487060951710801,3.417925773800789,0,0,1,0,1,Low
2026-03-01,103_kaveripura,101.06,103.72950374645666,2.669503746456656,2.6415038061118694,7.945297990882984,7.131580002589409,0.7564296520423573,2.6415038061118694,7.945297990882984,0.7564296520423573,0,0,1,0,1,Low
2026-03-01,69_laggere,230.88,236.64881940744445,5.768819407444454,2.4986224044717837,3.64998316687241,6.993871126445914,0.4445169446596809,2.4986224044717837,3.64998316687241,0.4445169446596809,0,0,1,0,1,Low
2026-03-01,41_peenya_industrial_area,236.64,231.26395295972569,-5.376047040274301,-2.2718251522457327,9.228829897671664,10.435201643156354,4.051705869887689,2.2718251522457327,9.228829897671664,4.051705869887689,0,0,1,0,1,Low
2026-03-01,73_kottigepalya,199.53,204.03500512376505,4.505005123765017,2.257808411649885,3.135526470144618,8.331988558161457,-1.2515644555694727,2.257808411649885,3.135526470144618,1.2515644555694727,0,0,1,0,1,Low
2026-03-01,38_h.m.t,136.51,139.44690061168387,2.936900611683882,2.151417926660232,1.8862442189883517,7.121561158435217,-3.362270910844699,2.151417926660232,1.8862442189883517,3.362270910844699,0,0,1,0,1,Low
2026-03-01,104_govindrajnagara,75.32,73.70362304522352,-1.61637695477647,-2.1460129511105555,10.474894278909256,5.356251798910632,1.4054343461384171,2.1460129511105555,10.474894278909256,1.4054343461384171,0,1,0,0,1,Low
